female,BA,AA,black,hispanic,exper,jc,univ,stotal,totcoll,wage
1,1,0,0,0,121,0.2,5.699996,0.1760461,5.899996,8.199998
1,0,0,1,0,164,0,0,-0.601919,0,9.979996
0,0,0,1,0,148,0.1,2.333333,-1.860392,2.433333,7.111111
1,0,0,1,0,139,0,0,-1.379884,0,2.657778
0,0,0,0,0,95,0,3.311106,-0.0756485,3.311106,6.5
0,0,0,0,0,69,0,0,-1.768867,0,16
1,0,1,0,0,97,2.111108,0,-0.1214111,2.111108,4.5
0,0,0,0,0,137,0,1.433333,0.656554,1.433333,12.25
0,1,0,0,0,93,0.3666667,4.566667,0.656554,4.933333,46
1,1,0,0,0,129,0,3.533333,1.503163,3.533333,15.5
1,1,0,0,0,100,0,5.066667,0.8396046,5.066667,8.755556
0,1,0,0,0,149,0,5.133333,0.9311299,5.133333,9.047618
0,1,0,0,0,112,2.266667,2.666667,0.0616395,4.933333,10.0195
0,1,0,0,0,128,0,4.15555,0.8167233,4.15555,10.452
0,0,1,0,0,128,1.999998,1.111108,0.2675714,3.111106,8.314088
1,1,0,0,0,137,0,4.366667,1.27435,4.366667,14.5
1,1,0,1,0,139,0,4.933333,0.9311299,4.933333,13.95
1,0,0,1,0,91,0.8666667,0,-1.951917,0.8666667,7.551532
1,0,0,1,0,92,0,7.5,0.2446901,7.5,15
1,1,0,0,0,120,0,4.333333,1.297231,4.333333,19.53113
1,0,0,0,0,94,1.2,0,0.725198,1.2,8.949193
1,0,0,0,0,31,0,1,-1.471409,1,3.542135
1,1,0,0,0,110,0,3.5,0.1074022,3.5,4.608871
0,1,0,0,0,102,1.566667,3.3,0.7480794,4.866667,9.6
0,0,0,0,1,158,1.466665,0.6333333,-0.807851,2.099998,10.67999
1,0,0,0,0,142,1.466667,0.1,-0.0756485,1.566667,20
1,1,0,0,0,105,0,4.266667,1.022655,4.266667,8
0,0,0,0,0,126,0,7.5,0.7709606,7.5,7.56
0,0,0,0,0,134,0,0,-0.6476817,0,7.149998
0,0,0,0,0,111,0,5.733329,1.091299,5.733329,15.58
0,1,0,0,0,132,0,4.666667,0.9540113,4.666667,13.61152
0,0,0,0,0,133,0.2666663,0,-0.8764949,0.2666663,6.666667
0,1,0,0,0,157,2.166667,4.088884,0.6336727,6.25555,6.227097
1,1,0,0,0,84,0.4,5.111108,0.1760461,5.511108,12
1,0,0,0,1,150,0,0,-1.288359,0,4.907622
0,0,0,0,0,140,0.3333328,1.044443,0.3819781,1.377776,14.97674
1,0,0,1,0,153,0,0,-2.249375,0,7.049999
1,0,0,0,0,160,1.466667,1.366667,-0.9222575,2.833333,9.988453
0,0,0,0,0,159,0,0,0.6336727,0,10.6875
1,1,0,0,0,31,0.1111109,4.811106,1.205706,4.922217,3.624736
0,0,0,0,0,161,0,0,0.4048594,0,8.5
1,0,0,0,0,14,0,0,0,0,4.299999
0,0,0,0,0,159,0,0,0.4735034,0,15
1,0,0,0,0,161,0,0,0.9082486,0,8.250001
0,0,0,0,0,131,0,3.433333,1.640451,3.433333,12.3
1,0,0,0,0,100,0.8333333,0,0.1989275,0.8333333,9.571427
0,0,0,0,1,143,0,0,-0.4417497,0,7.759998
1,0,0,0,0,108,0,0,-1.379884,0,8.069999
0,0,0,0,0,153,0,0,-1.265478,0,10.24194
1,0,0,0,0,141,0.6666667,0,0.0158769,0.6666667,12.28125
0,1,0,0,0,135,0,4.533333,1.159943,4.533333,17
1,0,0,0,0,161,1.933333,0,0.8853673,1.933333,16.84211
0,1,0,0,0,121,0,4.766667,-0.2586991,4.766667,11.71
0,1,0,0,0,127,0,4.033333,0.8624859,4.033333,20
1,1,0,1,0,111,0,7.5,-0.6248003,7.5,12.04484
1,0,0,0,0,161,0,0,-0.807851,0,4.199997
0,1,0,0,0,105,0,3.2,0.4048594,3.2,9.333334
1,0,0,0,0,129,2.066664,0,0,2.066664,7.513513
1,0,0,0,0,54,0,0,-0.3044617,0,6.444444
1,0,0,0,0,100,2.777773,0,0.4048594,2.777773,6.351039
1,0,0,0,0,82,0,0,-1.471409,0,13.37019
1,0,1,0,0,117,2.033333,0.7,-0.1442924,2.733333,9.5
1,0,0,0,0,145,0,0,1.4574,0,8.841
0,0,0,0,0,123,0,7.5,1.503163,7.5,14.43418
0,0,0,0,0,104,0,7.5,1.137062,7.5,13.33333
0,0,0,0,0,124,2.366667,3.866663,-0.1900551,6.233329,8.759778
1,0,0,0,0,166,0,0,0.1074022,0,9.979996
0,1,0,0,0,154,0,4.366667,0,4.366667,9.305693
0,0,0,0,0,163,0,0.0666667,0.2446901,0.0666667,13.62587
1,1,0,0,0,159,0,3.933333,1.434519,3.933333,13.66667
0,0,0,0,0,165,0,0,-0.4417497,0,13.475
1,0,0,0,0,141,0,1.9,0.8396046,1.9,11.403
1,0,0,1,0,68,0,0,0,0,8.249133
0,0,1,0,0,152,2.466667,0,0,2.466667,20
0,1,0,0,0,138,0,4.622217,0.0387582,4.622217,25.86667
0,1,0,0,0,142,0,4.466667,-0.4417497,4.466667,10.01434
1,0,0,0,0,80,0,0,0.1760461,0,6.40121
1,1,0,0,0,136,0,4,1.640451,4,15.25
0,0,0,0,0,145,0,0,-0.8307323,0,8.705645
0,0,0,0,0,161,0,0,0.8167233,0,16
1,1,0,1,0,129,0,4.222217,-0.3502244,4.222217,12.36842
1,0,0,0,0,102,0,0,-1.608697,0,3.828572
0,0,0,0,0,162,0,0,-0.4417497,0,15.11111
0,0,0,0,0,149,0,0.4333333,0.4048594,0.4333333,13.33333
1,0,0,0,0,162,0,0,0.793842,0,10.68129
1,1,0,0,0,110,0,4.166665,-0.6476817,4.166665,11.62791
0,0,0,0,0,140,0,1.633333,0.793842,1.633333,13.3
1,0,0,0,0,141,0,0,1.640451,0,14
0,0,0,0,0,162,0,0.1333333,0.5650287,0.1333333,11.6
0,1,0,0,0,121,0,4.233333,0.3590968,4.233333,21.5
0,0,0,1,0,166,0,0,-2.180731,0,7.5
0,0,0,0,0,97,0,1.933331,0.793842,1.933331,4.75
0,1,0,0,0,138,0,3,0.9997739,3,8.333334
1,0,0,1,0,114,0,0,-0.7849696,0,7.5
1,0,0,0,0,117,0,0,-0.8764949,0,7.949997
0,0,0,1,0,121,0.1,0,-0.8764949,0.1,5.75
0,0,0,0,0,91,0,0,-1.402765,0,3.542135
1,0,0,0,1,137,0,0,-0.2815804,0,4.899998
1,0,0,0,0,46,0,0,-0.6476817,0,5.069756
0,0,0,0,0,160,0,0,-2.386662,0,8.805969
1,0,0,0,0,121,0,0,-0.2586991,0,7.3
1,0,0,0,0,112,0,0,1.503163,0,6.5
0,0,0,0,0,100,0,7.133325,1.571807,7.133325,32.72727
1,0,0,0,0,155,0,0.4,-0.1214111,0.4,7.42422
0,0,0,0,0,158,0,0,-0.7163256,0,9
1,1,0,0,0,129,0,4.791667,0.8396046,4.791667,11.91429
1,1,0,0,0,125,0,4.966667,1.80062,4.966667,14.33684
0,0,0,0,0,156,0,0,-0.9451389,0,9.089996
0,0,0,0,0,149,2.288886,4.04444,-2.409544,6.333325,8
1,1,0,0,0,130,0,3.733329,-0.1442924,3.733329,9.539399
0,0,0,0,0,166,0,0,-1.540053,0,21.21999
0,0,0,0,0,149,0,2.2,-0.0756485,2.2,11.76471
0,0,0,0,0,102,0,6.333333,-0.0070045,6.333333,10.2
1,0,0,0,0,66,0,0,0.7709606,0,7.698229
0,0,0,0,0,113,0.1333333,0.799999,-0.5561563,0.9333323,9.109994
0,0,0,0,0,141,0.2444441,0,-0.1214111,0.2444441,13.5
0,0,0,0,0,146,0.2,1.333333,0.2675714,1.533333,8.989998
0,0,1,0,0,64,2.366667,0,-0.1442924,2.366667,6
0,0,0,0,0,138,0.1666667,0,1.137062,0.1666667,10.1
1,0,0,0,0,39,0.1,0,0.0616395,0.1,5.5
0,1,0,0,1,138,0,5.2,-0.2815804,5.2,10.5
0,0,0,0,0,138,0,0.2666659,0.3133341,0.2666659,7.2
1,0,0,0,0,158,0,0.3,-0.3044617,0.3,7.133334
0,0,0,0,0,87,0,0,-0.4188684,0,18
0,0,0,0,1,162,0,0,-1.700223,0,15.23451
0,1,0,0,0,140,0.7666667,3.799996,0.9768926,4.566663,8.533333
0,0,0,0,0,48,0,0,0,0,9.55572
0,0,0,0,0,166,0,0,-0.6934443,0,18
0,0,0,0,0,160,0,0,0.6107914,0,11.21
1,1,0,0,0,163,0,4.1,1.159943,4.1,15.85
0,0,0,0,1,156,0,0,0.2446901,0,11.71999
1,0,0,0,0,132,0,0,-0.5103937,0,8.604999
0,0,0,0,0,157,0,0,-0.6248003,0,12.5
1,0,0,0,0,127,0,0,-0.7849696,0,9.714285
1,0,1,0,0,152,1.022221,0,-0.1442924,1.022221,8.15
0,1,0,0,0,110,0,5.766667,1.640451,5.766667,15
0,0,0,0,0,129,0,0,0.4277408,0,9.659996
0,1,0,0,0,164,0,5.088883,0.0845208,5.088883,14
1,0,0,0,0,107,0,0,-0.3731057,0,6.25
1,0,0,0,0,83,0,0,-0.8993762,0,4.615385
1,0,0,0,0,156,0,0,0,0,5.239998
0,1,0,0,0,113,0.2,4.733333,0.8396046,4.933333,16.002
0,0,0,0,0,124,1.966667,0.4,-0.0298858,2.366667,10.41667
1,0,0,0,0,111,0,0,-0.670563,0,3.75
0,0,0,0,0,154,0,0,-1.402765,0,10.5
1,0,1,0,0,46,3.199998,0,0.0616395,3.199998,7.48
1,1,0,0,0,88,0,4.24444,0.2675714,4.24444,11.25432
0,0,0,0,0,120,0,1.833333,-0.601919,1.833333,9.249999
1,1,0,0,0,79,0,4.066667,0.8396046,4.066667,4.30161
0,0,0,0,0,116,0,5.8,1.548926,5.8,10.78433
1,0,1,0,0,143,2.733333,0,-0.2358177,2.733333,7.321016
1,0,0,0,0,141,0,0,0.2218088,0,14.82267
1,0,0,0,0,99,0,0,-0.4417497,0,4.845061
1,0,0,0,0,162,0,0,0.0845208,0,7
1,1,0,0,0,143,0,4.266667,1.091299,4.266667,15.33333
1,0,0,0,0,142,0,0,1.228587,0,9.74359
1,0,0,0,1,162,1.8,0,1.091299,1.8,11.54734
1,1,0,0,0,109,1.133333,4.766667,0.9311299,5.9,13.19149
1,1,0,0,0,145,0,4.833333,-0.2358177,4.833333,10.04619
1,0,0,0,0,111,0,0,-0.2586991,0,3.695652
1,0,0,0,0,143,0,0,0.4048594,0,5
1,1,0,0,0,67,1.7,2.933333,-0.8307323,4.633333,4.117435
1,1,0,1,0,85,0.2,3.6,-0.807851,3.8,15.66667
1,0,0,0,0,48,0,0,0,0,13.4719
0,0,0,0,1,148,0,0,-0.9680202,0,7.361432
0,1,0,0,1,128,0,4.333333,-1.814629,4.333333,9
1,1,0,0,0,133,0,4.688888,0.8167233,4.688888,19
1,0,0,0,0,150,0.55,0,0.2218088,0.55,10.125
1,0,0,0,0,145,0,0,0.2675714,0,6.5
1,1,0,0,0,148,0,4.199994,0.9082486,4.199994,9.333334
0,0,0,0,0,140,0,0,0.6794354,0,8.829995
0,0,0,1,0,150,0,0,-3.164628,0,14.02
0,0,0,0,0,160,0,0,-1.265478,0,16
1,0,0,0,0,161,0,0,0.9768926,0,8.250001
1,1,0,0,0,108,0,4.966667,1.251469,4.966667,5.286771
1,0,0,0,0,32,0,0,0.656554,0,5.764409
1,0,0,1,0,90,0,0.3666667,-1.700223,0.3666667,3.849998
1,0,0,0,0,143,0.1777775,0,0.7480794,0.1777775,12
1,1,0,0,0,109,0,4.799996,0.8624859,4.799996,11.42857
0,1,0,0,0,117,0,5.033333,1.022655,5.033333,14.34783
0,1,0,0,0,113,0,4.1,1.526044,4.1,14.9485
1,0,1,0,0,147,3.533333,0,-0.464631,3.533333,9.824057
1,1,0,0,0,122,0,4.14444,0.5192661,4.14444,11.71428
0,1,0,0,0,159,1.9,2.4,0.656554,4.3,17.89474
1,0,0,1,0,138,0,1.733331,0.8853673,1.733331,13.33333
1,1,0,0,0,121,0,4.266661,-0.4188684,4.266661,7.5
1,1,0,0,1,103,2.366667,2.166667,-0.7620883,4.533333,11.224
1,1,0,0,0,95,0,4.733333,1.548926,4.733333,8.888889
1,0,0,0,0,98,0,7.5,0.9997739,7.5,7
1,0,0,0,0,148,0,0,-0.5103937,0,5
0,1,0,0,0,121,2.066667,3.1,0.2218088,5.166667,8.250001
1,1,0,0,0,104,0.2,4.355547,0,4.555547,7.32578
0,0,0,0,0,92,0,7.5,1.663332,7.5,30
0,0,0,0,0,165,0,0,0.6794354,0,13.81818
1,0,0,0,0,115,0,4.888887,1.228587,4.888887,7.707568
0,0,0,0,0,154,0,0,-0.0527671,0,8.375
0,0,0,0,0,156,0,0.5666667,0.8624859,0.5666667,11.16279
0,1,0,0,0,126,0,4.433333,0.793842,4.433333,14.75
0,1,0,1,0,77,0,4.366667,-2.546832,4.366667,10
1,0,0,0,0,95,0,0,0,0,9.748812
1,1,0,0,0,150,0.3333333,4.433333,0.2675714,4.766667,16.8
0,0,0,0,0,145,0,0,0.5421474,0,6
1,0,0,0,0,142,0,0.7111103,-0.7849696,0.7111103,14
1,1,0,0,0,126,0.1,4.3,-0.0070045,4.4,13.33333
0,0,0,0,0,121,0,0,-1.65446,0,5.849998
0,1,0,0,0,130,0,6.425,1.228587,6.425,12
1,0,0,0,0,102,0,5.3,-0.0985298,5.3,16.5
0,0,0,0,0,109,0,0,-1.334121,0,8
1,0,0,1,0,105,1.533333,0,-1.013783,1.533333,6.5
0,1,0,0,0,160,0,4.235999,0.7480794,4.235999,20
0,0,0,0,0,111,0.9,5.6,-0.1214111,6.5,12.5
0,1,0,0,0,118,0,4.333333,0.3362154,4.333333,11.25
1,1,0,0,0,55,0,4.466667,-0.1900551,4.466667,3.5
1,0,0,0,0,67,0,0,-0.5103937,0,3.8
1,0,0,0,0,24,0,0,0.4277408,0,5.121061
1,0,0,1,0,128,0,0,-0.807851,0,6.928407
1,0,0,0,0,155,0,0,-2.249375,0,4
0,1,0,0,0,107,0,4.155554,0.7709606,4.155554,16.8
1,1,0,0,0,153,0.5333334,4.833333,2.212484,5.366667,10.5
0,0,1,0,0,158,2.4,0,1.251469,2.4,11
0,1,0,0,0,148,0,4.755549,0.2904528,4.755549,7.42857
1,0,0,0,0,125,0,0,-1.196833,0,6
1,0,0,0,0,155,0,0,-1.860392,0,7.5
0,0,0,0,0,110,0,0,-1.608697,0,6
1,0,0,0,0,132,0,0,-0.0985298,0,9.461372
1,0,0,0,0,126,0,0,0.3819781,0,5.517715
1,0,0,0,0,93,0,0.1,0.5879101,0.1,4.199997
0,0,0,0,0,159,0.3333333,0.1,0,0.4333333,17.77778
1,0,0,1,0,112,0,5.966662,-0.7163256,5.966662,12
1,0,0,0,0,97,0,0,-0.0070045,0,4.782982
0,0,0,0,0,93,0.4,0.3333333,1.228587,0.7333333,15
1,1,0,0,0,71,2.577775,2.233333,-0.3731057,4.811109,6.929273
0,1,0,0,0,140,0.2,4.4,0.656554,4.6,26.81818
1,0,0,0,0,118,0,5.777771,0.3133341,5.777771,10.42148
0,1,0,0,0,166,0,4.266667,0.0845208,4.266667,5.363636
1,0,0,0,0,103,0,6,1.365875,6,15.3
0,1,0,0,0,105,0,4.866667,1.137062,4.866667,16.5
0,0,0,0,0,164,0,5.833333,0.8624859,5.833333,18.4
0,1,0,0,0,72,0,3.866667,0,3.866667,5.625
0,1,0,0,0,123,0,5.016667,-0.3502244,5.016667,13.33333
1,0,0,0,0,151,0.5,0,-0.464631,0.5,5.5
0,1,0,0,0,139,0,4.488883,1.182824,4.488883,18.22222
1,0,0,0,1,134,0,0,-1.402765,0,4.5
0,1,0,0,0,155,0,4.1,0.7023167,4.1,13.81818
1,1,0,0,0,129,0.4,6.1,-0.0527671,6.5,12
1,0,0,0,0,120,0,5.4,0.9540113,5.4,10.03636
1,0,0,0,0,85,0,2.866667,0.3590968,2.866667,5.25
1,1,0,0,0,129,0,5.533333,0.9997739,5.533333,10.5935
1,0,0,0,0,107,0,0,-0.807851,0,7
0,0,0,0,0,143,0,0.7,0.793842,0.7,32.5
0,1,0,0,0,63,0.8,4.666667,-0.2586991,5.466667,21.11778
0,0,0,0,0,131,0,0,-2.798527,0,9.429993
1,1,0,0,0,126,0,4.288884,-0.6248003,4.288884,12.7295
1,0,0,0,0,129,0,5.499992,1.091299,5.499992,8.891456
1,0,0,0,0,60,0,0,-0.5103937,0,6.041226
1,1,0,0,1,108,2.533333,3.533333,0.3133341,6.066667,13.5
1,0,0,0,0,148,0.4,0,-0.4875124,0.4,11
1,0,0,0,0,115,0,0,0.0387582,0,6.081149
0,1,0,0,0,149,0,3.233329,0.2446901,3.233329,18.5975
0,0,0,0,0,105,0,0,-1.379884,0,7.5
0,0,0,0,0,50,0,0,-0.7163256,0,12.83038
0,0,0,0,0,161,0.1111109,0,0.2675714,0.1111109,13.68421
1,0,0,0,0,146,0,0,-0.327343,0,4.5
0,1,0,0,0,160,0,3.816667,0,3.816667,17.5
1,0,0,0,0,161,1.233333,0,0.5192661,1.233333,11.14575
1,0,0,0,0,73,0,0,-0.3502244,0,7.295742
1,0,0,0,0,119,0,0,-0.3044617,0,8.456567
0,0,0,0,0,148,0,0,-0.8307323,0,10
1,0,0,0,1,163,0,0,-1.700223,0,9.622787
0,0,0,0,0,146,0,5.266667,1.342994,5.266667,12.56889
1,0,1,0,0,76,1.533331,0,0.8396046,1.533331,8.599998
0,0,0,0,0,166,1.233333,0,-0.4875124,1.233333,12.43999
0,0,0,0,0,102,0,7.344439,1.137062,7.344439,10
1,0,0,0,1,154,0,0,-0.8536136,0,7.87037
0,0,0,0,0,159,0,0.7666656,0.4277408,0.7666656,8.518518
0,0,0,0,0,96,0,0,-1.242596,0,9.5
0,0,0,0,0,93,1.233333,0.4166667,-0.601919,1.65,13
1,1,0,0,0,132,0.8833333,2.111108,-0.1442924,2.994442,13.46
0,0,0,0,0,156,0,0,-0.1671738,0,8.389998
0,1,0,0,0,131,0,4.166667,0.6336727,4.166667,12.88889
1,0,0,0,0,165,0,0,-0.7163256,0,5.715335
0,0,0,0,0,117,0,7.233333,0.5879101,7.233333,14.54545
1,0,0,0,0,148,0,0,0.2904528,0,8.371823
0,0,0,0,0,111,0,0,-0.9909015,0,4.583333
1,0,0,0,0,134,0,0,-2.615476,0,5.469997
1,1,0,1,0,153,0,4.166667,0.3819781,4.166667,11.07895
0,0,0,0,0,161,0,0,0.3819781,0,20.75
0,0,0,0,0,155,0,0,-1.700223,0,12.4
1,1,0,0,0,125,0,5.411104,1.045537,5.411104,25.45455
1,1,0,0,0,145,0,4.3,1.159943,4.3,10
0,0,0,0,1,166,0,0,-1.31124,0,11.54734
1,0,0,0,0,118,0,0.1,0.0845208,0.1,6
0,1,0,0,0,135,0,3.766667,0.4277408,3.766667,22
1,0,0,0,0,25,0,0,-0.739207,0,3.349999
1,1,0,0,0,85,0,6.066663,1.159943,6.066663,14.85714
0,0,0,0,0,152,0,0,-1.448528,0,16
0,1,0,0,0,92,0,4.333333,0.4735034,4.333333,6.2865
0,0,0,0,0,153,0.9333333,0,1.091299,0.9333333,10.2
0,0,0,0,0,111,0,0,-1.082427,0,7.681452
1,0,0,1,0,162,1.433333,0.1333333,-1.631579,1.566667,40
0,1,0,0,0,124,0,5.399992,1.068418,5.399992,20
1,0,0,0,0,158,0,0,-1.402765,0,7.75
0,0,0,0,0,78,0,0,-3.02734,0,11.6758
1,0,0,0,0,74,0,7.133329,0.9311299,7.133329,9.237875
0,0,0,0,0,154,1.433333,0,-0.2358177,1.433333,7.185014
0,0,0,0,0,134,0,0,-0.807851,0,5
0,0,0,0,0,142,0,5.233333,1.709095,5.233333,24
0,0,0,0,0,49,0,0,-2.043443,0,1.742892
0,1,0,0,0,148,0,7.4,1.297231,7.4,16
1,0,0,0,0,80,0.8,0,-0.0070045,0.8,7.9125
0,0,0,0,0,128,0,0,-0.601919,0,11
1,1,0,1,0,129,0,3.533333,0,3.533333,10.425
1,0,0,0,0,112,0.4666667,0,0.3590968,0.4666667,14.25
0,0,0,0,0,161,0,0,-0.9222575,0,12
0,0,0,0,0,161,0,4.488884,1.022655,4.488884,25.625
1,0,0,0,1,114,0,0,-0.5790377,0,8.000999
1,0,0,0,0,136,0,0,-0.601919,0,9.159995
1,0,0,0,0,136,0.1,0.6333333,1.846383,0.7333333,8.660508
1,0,0,0,0,117,0,0,0,0,8.482424
1,1,0,0,0,99,0,4.633333,0,4.633333,13.39
0,0,0,0,0,166,0,0,-2.363781,0,15
1,0,0,0,1,160,0,0,-0.395987,0,10.96998
0,1,0,0,0,136,0,4.633333,0.2446901,4.633333,8.750001
0,0,0,0,0,107,1.916667,0,-0.1900551,1.916667,11.25866
1,0,0,0,0,25,0,0,-0.9451389,0,9.665963
1,1,0,0,0,128,0,4.544442,-0.0985298,4.544442,12
1,0,0,0,0,120,0,0,1.548926,0,7.469505
0,1,0,0,0,100,0,4.266667,1.388757,4.266667,10
0,0,0,0,0,158,0,0,-0.3502244,0,8.181818
1,1,0,0,0,121,0,3.933333,1.80062,3.933333,15.27273
0,0,0,0,0,112,0.2666667,5.666667,0.4735034,5.933333,17.81818
1,0,0,0,0,152,1.288888,0,0.5192661,1.288888,9
0,0,0,0,0,162,0.2,0.4333333,0.1074022,0.6333333,10.06
0,0,0,1,0,139,0.1777775,0,-2.615476,0.1777775,5.196305
0,0,0,1,0,166,0,0,-2.707001,0,11.92
1,0,0,0,0,119,0,0.9333333,1.159943,0.9333333,5.489913
0,0,0,1,0,123,0,0,-1.036664,0,4.5
0,1,0,0,0,71,0,3.7,1.4574,3.7,9.552346
0,0,0,0,0,158,0,0.8,-0.3044617,0.8,21
0,0,0,0,0,162,0.3,0,-0.3731057,0.3,5.966667
1,0,0,0,0,70,0.4666662,0,0.793842,0.4666662,6.096357
1,0,0,0,0,93,0,0,0,0,5
0,1,0,0,0,155,0,4.3,0.0158769,4.3,13
0,1,0,0,0,132,0,4.066667,1.27435,4.066667,17.35
1,0,0,0,0,148,0,0,0.3819781,0,5.460874
0,0,0,0,0,156,0,0,0.5879101,0,18
1,0,0,0,0,96,0,0,-0.2129364,0,11.8872
0,1,0,0,0,122,0,4.466659,0.5421474,4.466659,10.5
0,1,0,0,0,145,0,4.8,1.297231,4.8,8.699999
0,0,0,1,0,151,0,1.3,-1.036664,1.3,10
1,0,0,0,0,152,0,0.1,0.8624859,0.1,3.672055
1,1,0,1,0,93,0,4.5,0.2675714,4.5,6.25
1,0,0,1,0,158,2.955552,0.6666645,-0.0070045,3.622217,7.111111
0,1,0,0,0,145,0,4.1,1.159943,4.1,13.02326
1,0,0,0,1,160,0,0,-1.173952,0,9.879998
1,1,0,0,0,162,0,3.933333,0.6107914,3.933333,15.5
1,1,0,0,0,73,0,4.233333,0.3133341,4.233333,11
0,0,0,0,0,146,0,0,-0.1214111,0,13.45455
1,1,0,1,0,135,2.4,2.64444,-0.5790377,5.04444,6.5
0,1,0,0,0,67,0,3.566667,1.526044,3.566667,22.22222
0,0,0,1,0,166,0,0,-1.12819,0,5.120968
1,0,0,0,0,162,0,0,0.1760461,0,11.89999
0,0,0,0,0,132,0.2222219,6.466666,0.4506221,6.688888,9.2
1,0,0,0,0,88,0,0,0.5879101,0,4.699997
1,1,0,0,0,116,0,5.022217,1.159943,5.022217,16.07178
0,1,0,0,0,112,0,4.166667,0.5650287,4.166667,4
1,0,0,0,0,127,0,0,1.411638,0,7.25
0,0,0,0,0,114,0,0,0.4277408,0,12.86835
0,0,1,0,0,124,3.5,0,0.3590968,3.5,11.41943
0,0,0,0,0,157,0.1,0.8,0.5650287,0.9,11
1,1,0,0,0,62,0,4.233333,0.5879101,4.233333,8.38112
1,0,0,1,0,54,0,0,-0.1900551,0,4
0,0,1,0,0,143,0,4.333333,0.1760461,4.333333,9.846155
1,0,0,0,0,136,0,0,-0.0298858,0,9.5
1,0,0,1,0,159,0,0,-0.0985298,0,8.779501
1,0,0,0,0,161,0,0,0.3590968,0,6.419998
0,0,0,1,0,31,0,0,-3.02734,0,14.03226
0,0,0,0,0,90,0,0,-0.7620883,0,7.73277
0,0,0,0,0,157,0,0,-0.6248003,0,5.75
0,0,0,0,0,157,0,0,-0.4875124,0,8
0,1,0,0,0,70,0,4.6,0.3362154,4.6,7.733332
0,0,0,0,0,117,0,0,0.7023167,0,7.900001
0,0,0,0,1,153,2.033333,0,-1.700223,2.033333,7.299999
1,0,0,0,0,164,0.1111106,0.1666666,0.5879101,0.2777772,7.731
0,1,0,1,0,110,0.3,3.533328,-0.2586991,3.833328,4.849885
1,0,0,1,0,127,0,2.366667,-0.4417497,2.366667,12.5
0,0,0,0,0,105,0,0,0.3362154,0,32
1,0,0,0,0,134,0,0,-0.0070045,0,9.310806
0,0,0,0,0,163,0,0,-0.4417497,0,7.272727
1,0,0,0,0,156,0,0,-0.0298858,0,7.352941
0,0,0,0,0,134,1.833333,0,-0.6934443,1.833333,13.06667
0,0,0,0,0,155,0,0,-1.883273,0,5.188679
1,0,0,0,0,139,0,1.2,1.022655,1.2,6.945727
1,1,0,0,0,144,0,4.222217,0.2904528,4.222217,11.623
0,1,0,0,0,130,0,4.75555,0.1302835,4.75555,8.036364
0,0,0,0,0,115,0,0,0.0387582,0,8.333334
1,0,0,0,0,100,0.355555,0,0.1989275,0.355555,7.411384
0,1,0,0,0,135,0,4.444438,0.8624859,4.444438,16.75
0,0,0,0,0,47,0,5.533329,0.4506221,5.533329,8.862587
0,1,0,0,0,148,0.1,5.966667,1.434519,6.066667,16.25
0,0,0,0,0,87,0,6.883333,1.846383,6.883333,21.66667
0,1,0,0,0,144,0,4.466667,1.068418,4.466667,6.75
0,0,0,0,1,143,1.45,0,0.3133341,1.45,21.96999
1,1,0,0,0,137,0,2.9,0.0845208,2.9,12.63
0,0,0,1,0,133,0,0.4,-1.906155,0.4,12.89
1,0,0,0,0,69,0,0,0.9540113,0,3.75
1,1,0,0,0,133,1.111109,2.999999,0.4963847,4.111108,12.75
1,0,0,0,0,125,0,0,0,0,8.949193
0,0,0,0,0,76,0,5.766667,0.793842,5.766667,5
0,0,0,1,0,162,0,0,-1.929036,0,25
1,0,0,0,0,147,1,0,0.0158769,1,6.829998
1,0,0,0,0,24,0,0,0,0,3.849998
1,0,0,0,0,62,0,0,-1.059546,0,6.858
0,1,0,0,0,123,0,4.366667,-0.1214111,4.366667,9.5
1,0,0,1,0,68,0,0,-0.327343,0,5.135042
1,0,0,0,0,88,0.8888875,0,0.2904528,0.8888875,10.75403
0,1,0,0,0,103,0,4.891667,1.114181,4.891667,12.93645
0,1,0,0,0,130,0,4.35555,0.2675714,4.35555,14.8
1,1,0,0,0,148,0,4.133333,1.297231,4.133333,10.008
0,0,1,0,0,127,1.933333,0,-0.8307323,1.933333,9.96
0,0,0,0,0,158,0,0.4888883,1.159943,0.4888883,11
1,0,0,0,0,159,0.8,0,0.3133341,0.8,12.2
0,1,0,0,0,119,0,5.133325,0.725198,5.133325,18.55814
1,0,0,1,0,117,0,0,0.4277408,0,9.209
1,1,0,1,0,152,0,5.50555,-0.0756485,5.50555,17.70593
1,0,1,0,0,144,0,1.833333,0.0158769,1.833333,11.5
1,0,0,0,0,94,0,0,-1.265478,0,13.85681
1,1,0,0,0,113,0,3.666667,0.1531648,3.666667,24
0,0,0,0,1,95,0,0,-0.8993762,0,12.90531
1,0,0,0,0,44,0,0,0,0,5.5
1,0,0,1,0,75,0,0,-2.020561,0,8.109993
0,0,0,0,0,157,0,0,-0.3502244,0,4.023618
0,1,0,0,0,166,0,6.966667,-0.1442924,6.966667,9.6
0,1,0,0,0,147,0,4.266667,0.2904528,4.266667,11.73077
0,0,0,0,0,162,0,0,-0.5790377,0,9.269997
0,0,0,0,0,152,0,0,-0.2586991,0,12.6
0,1,0,0,0,117,0,4.799989,0.0845208,4.799989,19.175
