year,ahe,bachelor,female,age
1998,19.23077,1,0,29
1998,21.1875,1,0,28
1998,17.99087,1,1,29
1998,21.25,1,0,30
1998,12.05929,0,0,32
1998,10.68376,0,1,28
1998,9.615385,0,1,34
1998,9.230769,0,1,29
1998,14.28571,0,0,26
1998,14.42308,0,1,29
1998,6.961538,0,0,26
1998,22.59615,0,0,34
1998,12.98077,1,1,27
1998,17.30769,1,0,26
1998,4.807693,0,0,28
1998,15.76667,0,0,30
1998,7.692307,0,1,28
1998,24.03846,0,0,30
1998,13.28671,1,0,32
1998,8.58125,0,1,30
1998,12.01923,0,1,31
1998,6.009615,0,1,34
1998,8.653846,0,0,30
1998,4.427083,0,0,34
1998,6.25,0,1,27
1998,27.77778,0,0,33
1998,11.05769,1,1,34
1998,9.615385,0,0,25
1998,15.37981,0,1,31
1998,12.01923,0,0,31
1998,24.03846,0,1,28
1998,12.01923,0,1,28
1998,12.01923,0,0,32
1998,9.134615,0,0,32
1998,13.375,0,1,27
1998,17,1,0,33
1998,6,0,1,26
1998,7.692307,0,1,32
1998,9.634615,1,0,30
1998,11.77885,0,0,26
1998,18.02885,1,0,31
1998,9.40171,0,1,30
1998,14.90385,0,0,33
1998,29.23077,1,0,32
1998,6.756757,0,1,31
1998,13.73626,0,0,26
1998,19.35897,1,0,32
1998,21.63461,1,1,31
1998,8.333333,1,1,27
1998,21.3726,1,1,33
1998,9.935898,0,0,29
1998,13.63636,1,0,33
1998,17.30769,1,0,34
1998,18.26923,0,1,34
1998,14.42308,0,1,28
1998,7.211538,0,0,29
1998,4.326923,0,0,33
1998,8.028846,0,0,33
1998,12.01923,0,0,25
1998,11.26394,0,1,34
1998,9,0,0,32
1998,7.692307,0,0,27
1998,6.25,1,1,26
1998,5.921052,0,0,33
1998,17.78846,1,1,27
1998,17.30769,1,0,27
1998,9.615385,0,0,27
1998,11.53846,1,0,30
1998,18.02885,1,0,29
1998,23.71795,0,0,33
1998,11.34615,1,0,34
1998,17.94872,1,0,29
1998,12.09615,0,0,33
1998,39.90385,1,0,33
1998,9.615385,1,0,25
1998,19.23077,1,1,29
1998,8.547009,1,0,26
1998,13.46154,0,0,32
1998,14.90385,1,0,26
1998,11.53846,1,1,26
1998,16.34615,1,0,29
1998,30.76923,1,0,33
1998,20.71006,1,0,32
1998,8.779808,0,1,34
1998,30.76923,1,0,34
1998,5.586538,0,1,30
1998,8.653846,1,1,29
1998,22.11539,0,0,25
1998,27.69231,1,1,28
1998,21.36752,1,0,28
1998,19.23077,1,1,30
1998,21.63461,1,0,25
1998,19.23077,1,0,25
1998,15.38461,0,1,34
1998,11.05769,0,0,30
1998,21.36752,1,1,30
1998,13.94231,1,1,26
1998,13.46154,0,0,34
1998,12.01923,1,1,27
1998,19.7649,1,0,25
1998,16.82692,0,0,26
1998,19.23077,0,1,31
1998,21.97802,1,0,34
1998,26.7094,1,0,28
1998,16.82692,0,0,25
1998,6.730769,0,1,34
1998,19.23077,0,0,34
1998,8.653846,0,1,34
1998,12.5,0,1,30
1998,17.30769,1,1,30
1998,20.27972,1,0,29
1998,11.77885,0,0,27
1998,10.57692,0,0,26
1998,24.03846,0,1,25
1998,11.11111,1,0,26
1998,8.708273,0,0,33
1998,18.84615,1,1,33
1998,10,0,0,26
1998,12.5,0,1,31
1998,12.01923,0,0,29
1998,7.211538,0,1,29
1998,7.28022,0,0,25
1998,6.730769,0,1,32
1998,15.38461,0,0,27
1998,13.46154,0,1,25
1998,25.64103,1,1,31
1998,7.211538,0,1,32
1998,17.30769,0,1,34
1998,14.93962,0,0,29
1998,15.90625,0,1,28
1998,7.692307,1,0,26
1998,16.82692,1,0,27
1998,17.78846,0,1,30
1998,5.528846,0,1,33
1998,16.34615,1,1,28
1998,14.23077,1,0,31
1998,20.97902,0,0,28
1998,16.82692,0,0,29
1998,11.96581,1,1,27
1998,12.82051,1,0,27
1998,21.63461,0,0,33
1998,16.14011,0,0,34
1998,8.653846,0,1,33
1998,7.692307,0,1,30
1998,4.67033,0,1,27
1998,12.01923,0,1,29
1998,37.76224,1,0,30
1998,10.68376,1,1,30
1998,5.153846,0,1,26
1998,11.05769,0,0,25
1998,18.5,1,1,25
1998,19.23077,0,1,33
1998,21.15385,1,1,25
1998,30.21978,0,0,33
1998,7.211538,0,1,26
1998,15.38461,0,0,29
1998,6.105769,0,0,26
1998,16.82692,0,0,27
1998,7,1,1,25
1998,11.05769,1,1,34
1998,13.46154,0,0,25
1998,9.548611,0,1,27
1998,10.91476,0,1,31
1998,11.05769,1,1,31
1998,9.75,0,0,29
1998,11.53846,1,1,34
1998,16.34615,0,1,32
1998,24.03846,0,0,32
1998,27.77778,1,0,31
1998,9.615385,0,0,25
1998,13.67521,1,0,28
1998,13.78205,0,1,28
1998,23.07692,1,1,34
1998,19.23077,0,0,31
1998,21.15385,1,0,32
1998,13.94231,0,0,28
1998,19.80769,1,1,29
1998,5.186982,1,1,31
1998,12.01923,1,1,26
1998,21.15385,1,0,32
1998,9.519231,1,0,34
1998,5.769231,0,1,30
1998,10.98901,0,1,34
1998,17.69231,1,1,32
1998,7.342658,0,0,34
1998,14.55301,0,1,34
1998,14.42308,0,0,27
1998,17.69231,0,0,31
1998,21.01968,0,0,32
1998,4.807693,0,0,25
1998,9.935898,0,0,32
1998,11.96581,1,0,26
1998,24.03846,0,0,30
1998,28.04487,1,0,33
1998,12.69231,0,0,31
1998,9.134615,0,1,32
1998,15.86539,0,1,33
1998,14.0625,1,0,27
1998,9.134615,0,1,34
1998,6.293706,0,0,33
1998,16.82692,1,0,25
1998,10.68376,1,0,28
1998,14.49519,0,0,31
1998,8.533654,1,0,27
1998,2.740385,1,0,28
1998,19.71154,1,1,27
1998,9.615385,1,0,34
1998,13.67521,1,1,28
1998,14.42308,0,1,34
1998,7.371795,1,1,29
1998,11.53846,0,0,33
1998,5.434783,0,0,25
1998,12.33681,0,0,29
1998,17.48252,1,0,28
1998,13.73626,1,1,25
1998,10.64815,0,0,27
1998,8.653846,0,0,29
1998,16.19433,1,1,28
1998,26.44231,1,0,29
1998,12.01923,0,0,30
1998,10.57692,0,0,27
1998,6.510417,0,1,28
1998,6.634615,1,1,25
1998,12.98077,0,1,27
1998,11.53846,0,0,27
1998,14.42308,1,1,27
1998,10.72485,1,0,25
1998,19.23077,1,0,28
1998,14.23077,0,0,28
1998,9.515104,1,1,25
1998,5.288462,0,1,31
1998,8.076923,0,0,28
1998,14.67611,1,1,28
1998,19.23077,1,0,26
1998,33.65385,1,1,27
1998,10.57692,0,0,29
1998,12.01923,0,0,28
1998,20.67308,0,0,29
1998,10.12146,0,1,33
1998,8.653846,0,0,25
1998,14.42308,1,0,33
1998,24.03846,0,1,32
1998,3.418367,1,1,31
1998,14.95726,1,1,33
1998,14.02244,0,0,34
1998,7.211538,0,0,33
1998,4.945055,0,1,34
1998,5.658333,1,1,26
1998,14.42308,0,0,27
1998,8.894231,0,1,30
1998,8.241758,0,0,30
1998,36.05769,0,0,31
1998,14.42308,0,0,34
1998,7.498077,0,0,32
1998,6.730769,0,1,28
1998,4.625224,0,0,33
1998,10.57692,1,0,33
1998,18.26923,0,0,28
1998,8.547009,0,1,30
1998,16.82692,1,1,32
1998,12.30769,1,0,30
1998,8.241758,0,1,30
1998,13.94231,0,1,30
1998,7.211538,0,0,32
1998,7.932693,0,1,26
1998,17.30769,1,0,33
1998,6.923077,0,0,28
1998,8.25,0,1,30
1998,11.76731,0,0,31
1998,15.97933,0,1,29
1998,23.84615,1,0,27
1998,23.17308,1,0,30
1998,7.211538,0,0,26
1998,10.13798,0,0,28
1998,5.528846,0,1,26
1998,8.346154,0,1,30
1998,14.42308,0,0,30
1998,23.07692,1,0,30
1998,12.01923,1,1,28
1998,5.384615,0,1,28
1998,10.47009,0,0,29
1998,17.5,1,0,29
1998,12.39316,1,1,28
1998,2.142857,0,1,29
1998,31.25,0,0,32
1998,7.211538,0,1,32
1998,5.932693,1,1,34
1998,11.8125,0,1,28
1998,6.25,0,0,30
1998,6.5625,0,1,25
1998,8.75,1,1,32
1998,11.05769,0,0,29
1998,14.42308,1,0,25
1998,26.92308,0,0,29
1998,23.07692,1,0,32
1998,19.23077,1,0,26
1998,14.90385,1,1,28
1998,9.230769,1,0,29
1998,11.05769,1,0,30
1998,14.01099,1,1,30
1998,6.217949,1,1,27
1998,12.59157,0,0,30
1998,9.615385,0,1,26
1998,6,0,0,29
1998,20,1,0,25
1998,9.615385,1,0,33
1998,9.615385,1,1,27
1998,37.30769,0,0,31
1998,20.83333,0,0,33
1998,13.46154,0,1,29
1998,17.30769,1,0,25
1998,16.97115,1,0,33
1998,7.211538,0,1,29
1998,14.42308,0,0,33
1998,13.73626,1,0,25
1998,9.615385,0,1,28
1998,18.46154,1,0,33
1998,9.615385,0,1,30
1998,14.42308,1,1,27
1998,24.03846,1,0,27
1998,21.15385,1,0,30
1998,11.53846,0,1,33
1998,24.65385,1,1,33
1998,15.38461,1,1,29
1998,10,1,0,25
1998,22.4359,0,0,34
1998,17.78846,0,0,32
1998,19.23077,1,0,31
1998,25.38461,1,0,33
1998,12.25961,1,1,33
1998,20.91162,1,0,29
1998,26.44231,1,0,31
1998,12.30769,0,0,34
1998,6.923077,1,0,25
1998,19.23077,1,0,28
1998,12.6935,0,1,30
1998,12.01923,0,1,29
1998,15.35948,1,0,32
1998,12.82051,1,0,30
1998,9.25,0,0,25
1998,14.42308,1,0,29
1998,14.42308,1,0,29
1998,17.60336,0,0,33
1998,6.730769,0,1,30
1998,10.98901,0,1,31
1998,6.336923,1,1,25
1998,7.5,0,0,26
1998,14.42308,1,1,29
1998,13.50245,0,1,33
1998,14.03846,1,0,32
1998,9.147609,0,1,32
1998,7.503328,0,1,27
1998,12.01923,0,0,33
1998,12.98077,0,0,26
1998,25.34965,1,1,34
1998,11.21795,1,1,29
1998,8.333333,0,1,26
1998,16.34615,1,0,33
1998,9.615385,1,1,33
1998,11.53846,0,1,33
1998,10.43956,0,1,33
1998,29.2419,1,1,26
1998,9.615385,1,0,27
1998,19.23077,0,0,34
1998,13.22115,1,1,28
1998,11.53846,0,1,34
1998,14.03846,0,0,34
1998,7.211538,1,1,26
1998,12.01923,1,1,25
1998,21.15385,1,1,32
1998,18.18182,1,0,29
1998,14.42308,1,0,29
1998,15.03496,0,0,27
1998,8.653846,0,1,31
1998,6.410256,1,1,33
1998,12.82051,1,1,34
1998,16.34615,1,0,32
1998,16.58654,1,0,28
1998,8.75,0,0,31
1998,11.53846,0,0,25
1998,6.643357,1,1,27
1998,28.84615,1,0,29
1998,15.38461,1,1,30
1998,9.134615,0,1,27
1998,17.75148,1,1,33
1998,12.01923,0,0,34
1998,14.90385,0,0,32
1998,13.46154,1,1,27
1998,12.01923,0,1,29
1998,9,0,0,32
1998,7.692307,0,0,31
1998,9.615385,0,1,25
1998,12.01923,0,1,34
1998,2.097902,0,0,33
1998,14.42308,0,0,32
1998,18.26923,1,1,30
1998,9.615385,0,1,29
1998,19.71154,1,1,34
1998,12.01923,0,1,26
1998,12.98077,1,1,31
1998,13.46154,1,1,30
1998,26.44231,1,1,34
1998,9.48718,1,1,33
1998,10.76923,1,0,26
1998,14.42308,0,1,29
1998,13.78205,0,1,26
1998,14.42308,0,0,28
1998,13.94231,1,0,33
1998,25.59135,1,0,30
1998,23.50427,1,0,27
1998,19.23077,0,1,31
1998,32.69231,1,0,32
1998,11.11111,0,0,32
1998,25,0,0,32
1998,8.119658,0,1,28
1998,14.42308,1,0,28
1998,9.615385,0,0,29
1998,20.19231,1,1,27
1998,29.80769,0,0,29
1998,15.2972,1,1,27
1998,19.9,1,0,33
1998,22.30769,1,1,34
1998,30,1,1,34
1998,47.11538,1,1,34
1998,9.639423,1,1,33
1998,10.68376,0,0,28
1998,13.28125,0,1,28
1998,18.02885,0,0,31
1998,7.142857,0,1,33
1998,14.52991,0,1,34
1998,15.38461,0,0,32
1998,8.221154,1,1,34
1998,14,1,0,33
1998,22.22222,0,0,29
1998,11.53846,0,1,29
1998,38.46154,1,1,28
1998,32.69231,1,0,31
1998,36.05769,1,0,32
1998,31.73077,1,0,33
1998,21.36752,1,0,27
1998,32.96703,1,0,25
1998,14.66346,0,1,34
1998,9.615385,0,1,28
1998,23.50427,1,0,34
1998,12.30769,0,0,33
1998,11.1336,0,1,33
1998,20,1,0,33
1998,9.615385,1,0,28
1998,21.63461,1,0,31
1998,14,1,0,25
1998,9.615385,1,1,31
1998,18.26923,1,0,31
1998,30.76923,1,0,33
1998,14.58333,1,0,32
1998,5.288462,0,1,33
1998,17.06294,0,0,25
1998,5.769231,1,1,34
1998,35,1,0,31
1998,6.730769,0,0,32
1998,9.615385,1,1,26
1998,21.55983,1,1,31
1998,10.04808,0,1,34
1998,8.173077,0,0,32
1998,13.11813,1,0,25
1998,10.73077,0,0,32
1998,16.10577,1,1,34
1998,12.80364,0,1,26
1998,19.23077,1,1,31
1998,6.009615,0,0,29
1998,17.09402,1,0,25
1998,13.94231,0,0,33
1998,26.44231,0,0,30
1998,13.94231,0,0,32
1998,7.692307,1,1,31
1998,9.615385,0,0,25
1998,3.4375,0,0,30
1998,28.74077,1,0,29
1998,12.17949,1,0,32
1998,19.74391,1,0,33
1998,15.03496,1,0,32
1998,14.61539,0,1,29
1998,20.83333,1,0,32
1998,14.42308,0,0,30
1998,17.30769,0,0,32
1998,7.653061,0,0,31
1998,25.48077,0,0,31
1998,19.68864,0,1,31
1998,21.63461,0,0,27
1998,17.94872,1,0,31
1998,8.461538,0,0,29
1998,7.2125,0,0,26
1998,14.21569,0,0,31
1998,8.413462,0,1,32
1998,7.692307,0,1,26
1998,4.807693,0,1,32
1998,12.17949,0,0,30
1998,13.25,0,0,30
1998,14.42308,0,0,26
1998,13.25,0,0,30
1998,16.84519,0,0,34
1998,11.11111,0,0,27
1998,17.78846,1,1,33
1998,13.73626,0,1,31
1998,16.24039,0,0,27
1998,19.23077,1,1,32
1998,11.37692,1,1,25
1998,5.128205,1,1,34
1998,33.65385,1,0,26
1998,24.23077,1,1,34
1998,13.70192,0,0,33
1998,12.01923,0,0,32
1998,23.39744,1,0,33
1998,12.01923,0,1,32
1998,24.03846,1,1,31
1998,9.711538,0,0,30
1998,11.96581,0,0,32
1998,4.038462,0,0,33
1998,19.65812,0,0,31
1998,6.25,1,0,25
1998,43.26923,1,0,32
1998,38.46154,1,1,34
1998,5.288462,0,1,27
1998,12.08791,0,1,30
1998,19.58042,1,0,34
1998,6.730769,0,1,26
1998,19.23077,1,0,33
1998,12.98077,0,0,31
1998,11.53846,0,0,25
1998,5.494505,0,1,25
1998,11.21795,0,0,28
1998,23.93162,0,0,27
1998,20.19231,0,0,30
1998,12.5,0,0,26
1998,14.83281,0,1,32
1998,18.50961,1,1,30
1998,18.26923,0,0,30
1998,11.8007,1,0,31
1998,7.43007,1,1,27
1998,17.30769,1,1,34
1998,18.35664,0,0,27
1998,8.945455,1,1,26
1998,10.76923,1,1,32
1998,14.42308,0,0,27
1998,9.615385,0,1,26
1998,10.57692,0,0,30
1998,16.82692,1,0,32
1998,5.494505,0,1,31
1998,14,1,1,31
1998,16.34615,0,0,31
1998,9.875384,0,0,30
1998,6.25,0,1,28
1998,21.73077,1,0,33
1998,15.14423,0,0,26
1998,14.21405,1,1,31
1998,6.730769,0,0,34
1998,7.807693,0,0,28
1998,11.05769,0,1,28
1998,9.615385,0,0,33
1998,8.269231,0,1,26
1998,15.57692,0,0,29
1998,8.653846,0,1,30
1998,10.09615,0,1,32
1998,8.461538,0,0,31
1998,12.98077,0,0,30
1998,16.82692,0,0,31
1998,12.98077,0,0,33
1998,11.05769,1,0,27
1998,14.62551,1,1,29
1998,12.5,1,0,28
1998,6.490385,1,1,29
1998,13.94231,0,0,33
1998,12.98077,0,0,31
1998,10.57692,0,1,31
1998,10.09615,1,0,27
1998,12.17949,1,0,30
1998,12.01923,1,0,25
1998,12.98077,0,1,34
1998,17.20648,1,1,30
1998,10.09615,0,0,27
1998,14.42308,0,0,32
1998,16.82692,0,0,32
1998,7.211538,0,1,31
1998,7.211538,0,1,33
1998,9.615385,0,1,30
1998,23.5,0,0,31
1998,16.15385,0,0,30
1998,26.92308,0,0,31
1998,9.615385,0,1,29
1998,13.86496,1,0,32
1998,6.055983,0,1,30
1998,17.69231,0,0,33
1998,9.40171,0,1,33
1998,19.30769,0,0,32
1998,12.69231,1,1,31
1998,8.136095,0,0,25
1998,15.52769,0,0,26
1998,12.20414,0,1,32
1998,13.94231,0,0,34
1998,22.59615,1,1,26
1998,4.273504,1,0,27
1998,9.819967,0,0,26
1998,38.46154,1,1,26
1998,8.173077,0,1,33
1998,10.96154,0,0,29
1998,8.653846,0,0,31
1998,12.5,1,1,29
1998,7.211538,0,1,33
1998,20,0,0,34
1998,26.92308,1,0,32
1998,5,0,1,27
1998,8,0,0,30
1998,20.19231,1,0,33
1998,7.211538,1,1,32
1998,16.02564,0,0,34
1998,13.07692,0,0,32
1998,25,1,0,34
1998,12.98077,1,1,30
1998,26.44231,1,1,28
1998,29.48718,0,0,33
1998,13.73626,1,0,29
1998,23.07692,1,1,31
1998,2.564103,1,0,27
1998,25,1,0,32
1998,14.7929,1,1,31
1998,25.38461,1,0,34
1998,13.36539,0,1,29
1998,8.798077,0,0,34
1998,25,1,0,33
1998,33.65385,1,0,30
1998,8.173077,1,1,31
1998,12.98077,1,1,34
1998,18.58974,1,1,28
1998,11.53846,0,0,26
1998,12.93706,0,0,26
1998,4.807693,1,1,26
1998,30,0,0,25
1998,23.07692,0,0,31
1998,32.96703,0,0,25
1998,14.42308,0,0,28
1998,17.30769,1,0,25
1998,11.53846,0,0,25
1998,12.53846,0,0,30
1998,18.46154,1,0,32
1998,21.67832,1,0,27
1998,15.625,1,1,32
1998,15.86539,1,1,27
1998,8.516483,1,0,32
1998,12.98077,0,1,28
1998,12,0,0,26
1998,27.64423,1,0,27
1998,14.42308,1,1,27
1998,29.08654,0,0,33
1998,19.23077,1,1,32
1998,8.173077,0,0,29
1998,8.173077,0,0,31
1998,17.09402,1,1,33
1998,14.66667,1,0,34
1998,32.69231,1,0,32
1998,28.63248,1,1,32
1998,21.63461,0,0,29
1998,12.04013,0,0,29
1998,13.75,0,1,32
1998,5.769231,1,1,32
1998,14.42308,1,1,25
1998,19.23077,1,1,27
1998,21.875,1,1,34
1998,40.86538,1,0,28
1998,12.01923,1,1,25
1998,13.07692,0,0,31
1998,26.63461,1,0,26
1998,14.42308,0,0,30
1998,13.11189,1,1,32
1998,14.42308,0,0,30
1998,12.98077,0,1,33
1998,17.78846,0,0,31
1998,9.615385,0,0,26
1998,19.23077,0,0,29
1998,28.84615,1,0,34
1998,10.54545,0,0,28
1998,8.333333,0,0,29
1998,6.837607,0,0,29
1998,35.38462,1,0,32
1998,29.80769,0,0,30
1998,9.615385,1,1,28
1998,20,0,0,25
1998,5.288462,0,1,32
1998,34.61538,1,1,31
1998,13.46154,1,1,32
1998,19.23077,1,0,26
1998,13.94231,1,1,25
1998,12.98077,0,0,30
1998,16.23932,1,1,31
1998,36.05769,1,0,28
1998,9.615385,0,0,27
1998,21.36752,1,0,26
1998,10.68376,1,1,28
1998,8.846154,0,0,29
1998,15.86539,1,1,30
1998,21.63461,1,1,29
1998,10.57692,0,1,25
1998,11.97917,1,0,25
1998,12.98077,1,0,28
1998,5.769231,1,0,33
1998,25.38461,1,0,33
1998,22.35577,1,0,30
1998,12.98077,0,1,31
1998,19.6024,1,0,27
1998,13.82,1,0,26
1998,21.53846,1,1,30
1998,12.34974,0,1,29
1998,11.53846,1,1,30
1998,8.870214,0,0,25
1998,30.21978,1,0,33
1998,15.56916,0,0,33
1998,11.05769,0,0,27
1998,13.78205,0,0,32
1998,16.82692,0,1,31
1998,5.208333,0,1,30
1998,19.23077,0,0,34
1998,5,0,1,32
1998,20.83333,1,0,28
1998,24.03846,1,1,30
1998,10.67308,1,1,28
1998,10.25641,1,1,26
1998,15.10989,1,1,31
1998,7.211538,0,0,34
1998,30.76923,1,1,32
1998,19.23077,1,1,29
1998,32.69231,1,0,31
1998,21.67832,1,0,32
1998,19.23077,1,1,33
1998,14.61539,0,1,30
1998,19.71154,1,0,27
1998,20,1,1,33
1998,10.57692,0,0,26
1998,13.94231,0,0,30
1998,30,0,0,30
1998,16.82692,0,0,30
1998,15.38461,0,0,28
1998,24.03846,0,0,34
1998,11.53846,0,1,28
1998,17.94872,0,0,29
1998,6.490385,0,0,30
1998,7.211538,0,1,30
1998,15.76923,1,0,33
1998,14.42308,0,1,33
1998,11.53846,0,0,34
1998,9.147609,0,1,28
1998,17.78846,1,0,30
1998,24.03846,1,1,28
1998,20.43269,1,0,33
1998,5.769231,0,1,25
1998,2.884615,0,1,30
1998,14.42308,1,0,28
1998,11.53846,1,1,26
1998,24.73942,1,0,34
1998,12.14575,0,1,29
1998,15.18219,0,1,29
1998,19.23077,1,0,25
1998,5,0,0,26
1998,20.08547,0,0,33
1998,14.42308,1,1,26
1998,24.03846,1,1,34
1998,19.23077,0,0,32
1998,6.25,0,1,26
1998,15.38461,1,1,30
1998,20.19231,1,1,32
1998,8.791209,0,0,26
1998,12.82051,1,1,30
1998,5.288462,0,1,27
1998,18.49113,0,0,33
1998,12.98077,0,0,31
1998,9.134615,0,1,30
1998,5.717256,0,1,27
1998,7.692307,0,0,34
1998,11.69231,0,1,28
1998,9.615385,0,0,33
1998,21.63461,0,0,33
1998,12.01923,0,0,28
1998,18.92644,0,0,28
1998,11.05769,1,0,28
1998,12.80364,0,1,27
1998,17.69231,1,0,27
1998,13.46154,0,1,28
1998,25.48077,1,0,28
1998,33.65385,1,1,28
1998,8.653846,1,1,25
1998,14.42308,1,0,29
1998,11.53846,1,0,28
1998,11.53846,1,0,26
1998,16.48352,1,1,26
1998,9.807693,1,1,27
1998,10.09615,0,0,29
1998,8.173077,1,0,33
1998,12.98077,0,1,26
1998,13.46154,1,1,25
1998,22.30769,1,0,28
1998,15.38461,0,0,30
1998,14.42308,1,0,25
1998,16.02564,1,0,33
1998,12.01923,1,1,26
1998,16.82692,1,1,31
1998,18.26923,0,0,34
1998,22.4359,1,1,28
1998,24.03846,1,0,29
1998,14.50321,0,0,31
1998,12.82051,1,0,30
1998,5,0,1,26
1998,21.63461,0,0,33
1998,18.53147,1,0,31
1998,7.211538,0,0,27
1998,21.15385,1,0,26
1998,30.14553,1,0,26
1998,8.607069,0,1,25
1998,17.78846,0,0,28
1998,43.75,0,0,29
1998,12.01923,0,1,30
1998,25,1,1,29
1998,11.96581,1,1,27
1998,12.01923,1,1,26
1998,7.692307,0,0,32
1998,10.98039,0,0,34
1998,13.94231,1,1,31
1998,10.09615,0,1,29
1998,19.23077,0,0,32
1998,21.63461,1,0,31
1998,32.69231,1,0,32
1998,10,1,0,30
1998,24.58173,1,1,29
1998,7.676282,1,1,29
1998,14.42308,0,0,34
1998,13.84615,0,0,32
1998,4.487179,0,0,30
1998,12.7451,1,0,28
1998,9.245563,0,0,30
1998,8.547009,0,1,27
1998,7.211538,0,0,28
1998,16.82692,1,1,30
1998,35.04274,1,0,34
1998,5.528846,0,0,28
1998,8.413462,0,1,33
1998,8.541667,0,0,29
1998,20.03205,0,0,26
1998,6.730769,1,1,25
1998,10.25641,0,0,26
1998,11.88811,0,0,28
1998,10.09615,0,0,32
1998,27.88461,1,1,26
1998,10.09615,0,0,25
1998,10.09615,0,1,32
1998,7.692307,1,0,33
1998,5.475481,0,0,29
1998,5.288462,0,1,25
1998,10.09615,0,0,29
1998,27.77981,1,1,26
1998,28.5,1,0,34
1998,11.53846,0,0,30
1998,36.05769,1,1,32
1998,43.75,1,0,26
1998,17.93269,0,0,32
1998,9,0,0,34
1998,17.69231,0,0,34
1998,23.07692,0,0,34
1998,17.66804,1,1,25
1998,5.494505,0,1,25
1998,13.94231,1,1,31
1998,17.65385,1,0,31
1998,29.91453,1,0,32
1998,5.576923,0,1,31
1998,25,1,1,26
1998,15.76923,1,1,27
1998,12.5,0,0,28
1998,16,0,0,25
1998,17.77885,0,0,30
1998,7.692307,0,1,26
1998,22.5,1,0,32
1998,19.71154,1,0,28
1998,11.53846,1,1,26
1998,26.39423,0,0,27
1998,11.53846,0,0,33
1998,9.615385,0,1,26
1998,12.01923,0,0,27
1998,18.75,0,1,31
1998,21.36752,1,1,34
1998,5.9375,0,1,28
1998,13.02083,1,1,31
1998,10.76923,1,0,26
1998,5.586538,0,1,31
1998,11.05769,1,1,28
1998,15.38461,1,1,27
1998,14.90385,0,0,29
1998,9.615385,0,1,33
1998,13.84615,0,0,29
1998,30.76923,1,0,31
1998,19.23077,1,1,30
1998,8.25,1,1,29
1998,13.42593,0,0,25
1998,27.27273,1,1,32
1998,6.730769,0,1,31
1998,17.30769,0,0,34
1998,7.425,1,0,31
1998,18.5941,0,0,30
1998,13.28671,0,0,34
1998,25,1,0,27
1998,19.23077,0,0,34
1998,14.42308,0,1,31
1998,9.615385,0,1,25
1998,18,0,0,32
1998,6.730769,0,1,29
1998,11.53846,0,1,32
1998,6.730769,0,1,34
1998,10.38461,0,0,27
1998,16.98718,1,1,34
1998,26.92308,1,1,32
1998,14.42308,0,1,33
1998,9.615385,0,0,31
1998,11.53846,0,0,29
1998,7.211538,0,1,29
1998,5.769231,0,0,30
1998,16.82692,0,0,30
1998,28.84615,0,0,33
1998,23.07692,1,0,34
1998,13.87163,0,0,25
1998,29.16239,1,0,28
1998,14.15598,1,1,28
1998,7.211538,0,0,28
1998,12.08791,1,1,34
1998,14.63115,1,0,27
1998,4.807693,0,1,30
1998,12.74039,1,0,31
1998,14.42308,1,1,28
1998,20.76923,0,1,34
1998,15.68627,0,1,28
1998,13.46154,0,0,28
1998,19.23077,1,0,33
1998,22.03526,1,0,32
1998,8.462981,1,0,31
1998,17.15686,1,0,33
1998,21.63461,0,0,31
1998,7.692307,0,0,28
1998,11.05769,1,0,32
1998,10.38461,0,0,25
1998,13.84615,1,0,26
1998,14.20118,1,0,28
1998,12.98077,1,1,28
1998,16.02564,1,0,34
1998,7.692307,0,1,30
1998,18,0,0,33
1998,10.62753,1,1,30
1998,17.25,1,0,32
1998,25.36825,1,0,27
1998,21.63461,1,1,30
1998,16.82692,1,0,34
1998,12.82051,0,0,25
1998,18.04734,1,0,25
1998,16.82692,0,0,31
1998,20.67308,1,1,34
1998,22.11539,1,0,33
1998,14.742,0,1,30
1998,8.173077,0,0,26
1998,6.993007,0,0,32
1998,11.53846,0,1,33
1998,11.11111,1,0,31
1998,13.61539,0,0,29
1998,10,0,0,32
1998,15.86539,0,1,29
1998,7.770008,0,0,29
1998,19.23077,0,0,33
1998,11.53846,0,1,34
1998,17.30769,1,0,30
1998,15.38461,1,1,27
1998,14.42308,0,0,27
1998,11.53846,0,1,26
1998,18.07692,0,0,26
1998,20.19231,0,0,29
1998,15,0,0,31
1998,26.44231,1,0,30
1998,4.807693,0,0,28
1998,16.82692,1,1,31
1998,8.807693,0,1,29
1998,20.67308,1,1,30
1998,20.43269,1,0,30
1998,20.19231,0,1,34
1998,26.44231,1,0,30
1998,19.71154,1,1,28
1998,23.07692,1,0,31
1998,17.09402,1,1,32
1998,31.25,1,1,27
1998,25.64103,1,1,27
1998,7.142857,1,1,32
1998,20.19231,0,0,28
1998,19.23077,1,1,32
1998,28.45,1,1,33
1998,11.21795,1,0,25
1998,5.769231,0,1,30
1998,3.846154,0,0,34
1998,5.288462,0,1,27
1998,11.23577,1,0,25
1998,9.615385,0,0,28
1998,10.48951,1,1,32
1998,15.86539,0,1,34
1998,14.42308,0,0,26
1998,36.05769,1,1,30
1998,4.326923,0,0,30
1998,20,1,0,30
1998,15.86539,1,1,33
1998,10.78431,0,1,32
1998,4.615385,0,1,25
1998,23.07692,0,0,27
1998,31.25,1,0,27
